name,party,BT-Period
Hans-Heinrich Jordan,CDU,16
Johannes Jung,SPD,16
Hakki Keskin,DIE LINKE,16
Christian Kleiminger,SPD,16
Johann-Henrich Krummacher,CDU,16
Jürgen Kucharczyk,SPD,16
Helga Lopez,SPD,16
Eva Möllring,CDU,16
Marko Mühlstein,SPD,16
Peter Müller,CDU,16
Norman Paech,DIE LINKE,16
Bodo Ramelow,DIE LINKE,16
Steffen Reiche,SPD,16
Maik Reichel,SPD,16
Elke Reinke,DIE LINKE,16
Jörg Rohde,FDP,16
Konrad Schily,FDP,16
Ingo Schmitt,CDU,16
Volker Schneider,DIE LINKE,16
Frank Spieth,DIE LINKE,16
Andreas Steppuhn,SPD,16
Edmund Stoiber,CSU,16
Rainer Tabillion,SPD,16
Jörn Thießen,SPD,16
Christoph Waitz,FDP,16
Gert Winkelmeier,DIE LINKE,16
Martin Zeil,FDP,16
Christoph Pries,SPD,16
Clemens Bollen,SPD,16
Hermann-Josef Scharf,CDU,16
Hans Peter Thul,CDU,16
Dieter Steinecke,SPD,16
Stephan Eisel,CDU,16
Steffen Hultsch,DIE LINKE,16
Erich Stather,SPD,16
Dietrich Austermann,CDU,15
Hermann Bachmaier,SPD,15
Rudolf Bindig,SPD,15
Wolfgang Bötsch,CSU,15
Paul Breuer,CDU,15
Hans Büttner,SPD,15
Hartmut Büttner,CDU,15
Hans Martin Bury,SPD,15
Manfred Carstens,CDU,15
Peter H. Carstensen,CDU,15
Peter Carstensen,CDU,15
Albert Deß,CSU,15
Rainer Eppelmann,CDU,15
Rainer Funke,FDP,15
Karlheinz Guttmacher,FDP,15
Karl Hermann Haack,SPD,15
Klaus-Jürgen Hedrich,CDU,15
Ulrich Heinrich,FDP,15
Renate Jäger,SPD,15
Irmgard Karwatzki,CDU,15
Hans-Peter Kemper,SPD,15
Klaus Kirschner,SPD,15
Rudolf Kraus,CSU,15
Horst Kubatschka,SPD,15
Karl-Josef Laumann,CDU,15
Walter Link,CDU,15
Christine Lucyga,SPD,15
Michael Luther,CDU,15
Erwin Marschewski,CDU,15
Martin Mayer,CSU,15
Ulrike Mehl,SPD,15
Jürgen W. Möllemann,FDP,15
Jürgen Möllemann,FDP,15
Christian Müller,SPD,15
Volker Neumann,SPD,15
Christa Nickels,GRÜNE,15
Claudia Nolte,CDU,15
Claudia Crawford,CDU,15
Günther Friedrich Nolting,FDP,15
Peter Rauen,CDU,15
Hans-Peter Repnik,CDU,15
Klaus Rose,CSU,15
Volker Rühe,CDU,15
Gudrun Schaich-Walch,SPD,15
Siegfried Scheffler,SPD,15
Horst Schmidbauer,SPD,15
Wilhelm Schmidt,SPD,15
Walter Schöler,SPD,15
Gisela Schröter,SPD,15
Gisela Hilbrecht,SPD,15
Brigitte Traupe,SPD,15
Brigitte Schulte,SPD,15
Werner Schulz,GRÜNE,15
Marita Sehn,FDP,15
Erika Simm,SPD,15
Sigrid Skarpelis-Sperk,SPD,15
Cornelie Sonntag-Wolgast,SPD,15
Gerald Thalheim,SPD,15
Dieter Thomae,FDP,15
Jürgen Türk,FDP,15
Antje Vollmer,GRÜNE,15
Ludger Volmer,GRÜNE,15
Hans Georg Wagner,SPD,15
Reinhard Weis,SPD,15
Matthias Weisheit,SPD,15
Jochen Welt,SPD,15
Hans-Joachim Welt,SPD,15
Inge Wettig-Danielmeier,SPD,15
Verena Wohlleben,SPD,15
Verena Künstel-Wohlleben,SPD,15
Elke Wülfing,CDU,15
Wolfgang Zeitlmann,CSU,15
Christoph Zöpel,SPD,15
Hans-Werner Bertl,SPD,15
Peter Dreßen,SPD,15
Franziska Eichstädt-Bohlig,GRÜNE,15
Kurt-Dieter Grill,CDU,15
Antje Hermenau,GRÜNE,15
Monika Heubaum,SPD,15
Jelena Hoffmann,SPD,15
Michaele Hustedt,GRÜNE,15
Barbara Imhof,SPD,15
Jann-Peter Janssen,SPD,15
Werner Kuhn,CDU,15
Vera Wollenberger,CDU,15
Vera Lengsfeld,CDU,15
Werner Lensing,CDU,15
Elke Leonhard-Schmid,SPD,15
Elke Leonhard,SPD,15
Peter Letzgus,CDU,15
Erika Lotz,SPD,15
Angelika Mertens,SPD,15
Simone Probst,GRÜNE,15
Helmut Rauber,CDU,15
Karin Rehbock-Zureich,SPD,15
Christa Reichard,CDU,15
Günter Rexrodt,FDP,15
Reinhold Robbe,SPD,15
Heinrich-Wilhelm Ronsöhr,CDU,15
Gerhard Rübenkönig,SPD,15
Rudolf Scharping,SPD,15
Horst Schild,SPD,15
Rezzo Schlauch,GRÜNE,15
Albert Schmidt,GRÜNE,15
Heinz Seiffert,CDU,15
Uwe Göllner,SPD,15
Eckhardt Barthel,SPD,15
Hans-Günter Bruckmann,SPD,15
Marga Elser,SPD,15
Hans Forster,SPD,15
Lilo Friedrich,SPD,15
Georg Girisch,CSU,15
Anke Hartnagel,SPD,15
Klaus Haupt,FDP,15
Siegfried Helias,CDU,15
Walter Hoffmann,SPD,15
Ernst Küchler,SPD,15
Christine Lehder,SPD,15
Eckhart Lewering,SPD,15
Ursula Lietz,CDU,15
Götz-Peter Lohmann,SPD,15
Tobias Marhold,SPD,15
Günter Nooke,CDU,15
Thomas Sauer,SPD,15
Karsten Schönfeld,SPD,15
Fritz Schösser,SPD,15
Dorothea Störr-Ritter,CDU,15
Rita Streb-Hesse,SPD,15
Edeltraut Töpfer,CDU,15
Angelika Volquartz,CDU,15
Ernst Ulrich Weizsäcker,SPD,15
Jürgen Wieczorek,SPD,15
Brigitte Wimmer,SPD,15
Barbara Wittig,SPD,15
Albrecht Feibel,CDU,15
Rolf Bietmann,CDU,15
Verena Butalikakis,CDU,15
Vera Dominke,CDU,15
Jutta Dümpe-Krüger,GRÜNE,15
Christian Eberl,FDP,15
Roland Gewalt,CDU,15
Tanja Gönner,CDU,15
Christoph Hartmann,FDP,15
Klaus Werner Jonas,SPD,15
Gerlinde Kaupa,CSU,15
Heinz Köhler,SPD,15
Fritz Kuhn,GRÜNE,15
Conny Mayer,CDU,15
Conny Mayer-Bonde,CDU,15
Laurenz Meyer,CDU,15
Doris Meyer,CSU,15
Klaus Minkel,CDU,15
Eberhard Otto,FDP,15
Andreas Pinkwart,FDP,15
Hannelore Roedel,CSU,15
Wilfried Schreck,SPD,15
Matthias Sehling,CSU,15
Petra Selg,GRÜNE,15
Ursula Sowa,GRÜNE,15
Melanie Oßwald,CSU,15
Melanie Oßwald-Stößlein,CSU,15
Marianne Tritz,GRÜNE,15
Hubert Ulrich,GRÜNE,15
Antje Vogel-Sperl,GRÜNE,15
Ingo Wolf,FDP,15
Angela Schmid,CDU,15
Martina Eickhoff,SPD,15
Jutta Krüger-Jacob,GRÜNE,15
Jutta Krüger,GRÜNE,15
Roland Dieckmann,CDU,15
Michael Terwiesche,FDP,15
Brigitte Adler,SPD,14
Ina Albowitz,FDP,14
Ina Albowitz-Freytag,FDP,14
Brigitte Baumeister,CDU,14
Ingrid Becker-Inglau,SPD,14
Angelika Beer,GRÜNE,14
Meinrad Belle,CDU,14
Sabine Bergmann-Pohl,CDU,14
Friedhelm Julius Beucher,SPD,14
Hans-Dirk Bierling,CDU,14
Joseph-Theodor Blank,CDU,14
Heribert Blens,CDU,14
Norbert Blüm,CDU,14
Friedrich Bohl,CDU,14
Anni Brandt-Elsweier,SPD,14
Monika Brudlewsky,CDU,14
Klaus Bühler,CDU,14
Dankward Buwitt,CDU,14
Wolf-Michael Catenhusen,SPD,14
Wolfgang Dehnel,CDU,14
Renate Diemers,CDU,14
Hansjürgen Doss,CDU,14
Rudolf Dreßler,SPD,14
Peter Eckardt,SPD,14
Ludwig Eich,SPD,14
Lothar Fischer,SPD,14
Norbert Formanski,SPD,14
Klaus Francke,CDU,14
Anke Fuchs,SPD,14
Ruth Fuchs,PDS,14
Arne Fuhrmann,SPD,14
Monika Ganseforth,SPD,14
Michaela Geiger,CSU,14
Heiner Geißler,CDU,14
Konrad Gilges,SPD,14
Günter Graf,SPD,14
Horst Günther,CDU,14
Gerald Häfner,GRÜNE,14
Carl-Detlev Hammerstein,CDU,14
Manfred Hampel,SPD,14
Gottfried Haschke,CDU,14
Klaus Hasenfratz,SPD,14
Hansgeorg Hauser,CSU,14
Helmut Haussmann,FDP,14
Manfred Heise,CDU,14
Reinhold Hiller,SPD,14
Josef Hollerith,CSU,14
Karl-Heinz Hornhues,CDU,14
Siegfried Hornung,CDU,14
Ulrich Irmer,FDP,14
Gabriele Iwersen,SPD,14
Georg Janovsky,CDU,14
Ilse Janz,SPD,14
Uwe Jens,SPD,14
Volker Jung,SPD,14
Harald Kahl,CDU,14
Marianne Klappert,SPD,14
Siegrun Klemmer,SPD,14
Ulrich Klinkert,CDU,14
Helmut Kohl,CDU,14
Eva-Maria Kors,CDU,14
Paul Krüger,CDU,14
Karl Lamers,CDU,14
Brigitte Lange,SPD,14
Detlev Larcher,SPD,14
Paul Laufs,CDU,14
Robert Leidinger,SPD,14
Klaus Lennartz,SPD,14
Helmut Lippelt,GRÜNE,14
Manfred Lischewski,CDU,14
Christa Lörcher,SPD,14
Wolfgang Lohmann,CDU,14
Julius Louven,CDU,14
Dieter Maaß,SPD,14
Erich Maaß,CDU,14
Ulrike Mascher,SPD,14
Ingrid Matthäus-Maier,SPD,14
Heide Mattischeck,SPD,14
Jürgen Meyer,SPD,14
Meinolf Michels,CDU,14
Siegmar Mosdorf,SPD,14
Elmar Müller,CDU,14
Jutta Müller,SPD,14
Gerhard Neumann,SPD,14
Edith Niehuis,SPD,14
Rolf Niese,SPD,14
Günter Oesinghaus,SPD,14
Manfred Opel,SPD,14
Friedhelm Ost,CDU,14
Adolf Ostertag,SPD,14
Christine Ostrowski,PDS,14
Norbert Otto,CDU,14
Kurt Palis,SPD,14
Willfried Penner,SPD,14
Martin Pfaff,SPD,14
Anton Pfeifer,CDU,14
Eckhart Pick,SPD,14
Bernd Protzner,CSU,14
Dieter Pützhofen,CDU,14
Erika Reinhardt,CDU,14
Margot Renesse,SPD,14
Renate Rennebach,SPD,14
Bernd Reuter,SPD,14
Edelbert Richter,SPD,14
Hannelore Rönsch,CDU,14
Adolf Roth,CDU,14
Jürgen Rüttgers,CDU,14
Heinz Schemken,CDU,14
Christina Schenk,PDS,14
Christian Schenk,PDS,14
Gerhard Scheu,CSU,14
Dieter Schloten,SPD,14
Joachim Schmidt,CDU,14
Regina Schmidt-Zadel,SPD,14
Hans Peter Schmitz,CDU,14
Michael Schmude,CDU,14
Emil Schnell,SPD,14
Rupert Scholz,CDU,14
Reinhard Schorlemer,CDU,14
Dietmar Schütz,SPD,14
Wolfgang Schulhoff,CDU,14
Gerhard Schulz,CDU,14
R. Werner Schuster,SPD,14
Irmgard Adam-Schwaetzer,FDP,14
Irmgard Schwaetzer,FDP,14
Clemens Schwalbe,CDU,14
Ernst Schwanhold,SPD,14
Christian Schwarz-Schilling,CDU,14
Bodo Seidenthal,SPD,14
Rudolf Seiters,CDU,14
Hermann Otto Solms,FDP,14
Wieland Sorge,SPD,14
Bärbel Sothmann,CDU,14
Carl-Dieter Spranger,CSU,14
Antje-Marie Steen,SPD,14
Wolfgang Stetten,CDU,14
Rita Süssmuth,CDU,14
Joachim Tappe,SPD,14
Uta Titze-Stecher,SPD,14
Gunnar Uldall,CDU,14
Hans-Eberhard Urbaniak,SPD,14
Theodor Waigel,CSU,14
Konstanze Wegner,SPD,14
Wolfgang Weiermann,SPD,14
Helmut Wieczorek,SPD,14
Norbert Wieczorek,SPD,14
Bernd Wilz,CDU,14
Hanna Wolf,SPD,14
Peter Kurt Würzbach,CDU,14
Benno Zierer,CSU,14
Peter Zumkley,SPD,14
Gisela Altmann,GRÜNE,14
Wolfgang Behrendt,SPD,14
Wolfgang Bierstedt,PDS,14
Maritta Böttcher,PDS,14
Hildebrecht Braun,FDP,14
Annelie Buntenbach,GRÜNE,14
Christel Deichmann,SPD,14
Amke Dietert-Scheuer,GRÜNE,14
Wilhelm Dietzel,CDU,14
Peter Enders,SPD,14
Ulf Fink,CDU,14
Andrea Fischer,GRÜNE,14
Iris Follak,SPD,14
Gisela Frick,FDP,14
Gerhard Friedrich,CSU,14
Rita Grießhaber,GRÜNE,14
Kristin Heyne,GRÜNE,14
Uwe Hiksch,PDS,14
Walter Hirche,FDP,14
Ingrid Holzhüter,SPD,14
Peter Jacoby,CDU,14
Gerhard Jüttemann,PDS,14
Manfred Kanther,CDU,14
Sabine Kaspereit,SPD,14
Klaus Kinkel,FDP,14
Heidi Knake-Werner,PDS,14
Angelika Köster-Loßack,GRÜNE,14
Konrad Kunick,SPD,14
Rolf Kutzmutz,PDS,14
Werner Labsch,SPD,14
Heidemarie Lüth,PDS,14
Christa Luft,PDS,14
Winfried Mante,SPD,14
Oswald Metzger,GRÜNE,14
Manfred Müller,PDS,14
Rosel Neuhäuser,PDS,14
Leyla Onur,SPD,14
Albrecht Papenroth,SPD,14
Georg Pfannenstein,SPD,14
Marlies Pretzlaff,CDU,14
Uwe-Jens Rössel,PDS,14
Hansjörg Schäfer,SPD,14
Karl-Heinz Scherhag,CDU,14
Dietmar Schlee,CDU,14
Edzard Schmidt-Jortzig,FDP,14
Birgit Schnieber-Jastram,CDU,14
Mathias Schubert,SPD,14
Erika Schuchardt,CDU,14
Diethard Schütze,CDU,14
Richard Schuhmann,SPD,14
Volkmar Schultz,SPD,14
Ilse Schumann,SPD,14
Margarete Späte,CDU,14
Wolfgang Steiger,CDU,14
Christian Sterzing,GRÜNE,14
Susanne Tiemann,CDU,14
Adelheid Tröscher,SPD,14
Helmut Wilhelm,GRÜNE,14
Hans-Otto Wilhelm,CDU,14
Gert Willner,CDU,14
Winfried Wolf,PDS,14
Detlef Helling,CDU,14
Monika Balt,PDS,14
Monika Thiel,PDS,14
Sylvia Bonitz,CDU,14
Sylvia Sauer,CDU,14
Rainer Brinkmann,SPD,14
Dieter Dzewas,SPD,14
Heidemarie Ehlert,PDS,14
Heinrich Fink,PDS,14
Peter Friedrich,SPD,14
Harald Friese,SPD,14
Fred Gebhardt,PDS,14
Klaus Grehn,PDS,14
Norbert Hauser,CDU,14
Frank Hempel,SPD,14
Hans Jochen Henke,CDU,14
Klaus Holetschek,CSU,14
Carsten Hübner,PDS,14
Sabine Jünger,PDS,14
Sabine Krentzlin,PDS,14
Evelyn Kenzler,PDS,14
Heidi Lippmann-Kasten,PDS,14
Heidi Lippmann,PDS,14
Dirk Manzewski,SPD,14
Angela Marquardt,PDS,14
Christoph Moosbauer,SPD,14
Klaus Wolfgang Müller,GRÜNE,14
Eckhard Ohl,SPD,14
Birgit Roth,SPD,14
Gerhard Schüßler,FDP,14
Gustav-Adolf Schur,PDS,14
Werner Siemann,CDU,14
Christian Simmert,GRÜNE,14
Sylvia Voß,GRÜNE,14
Heinz Wiese,CDU,14
Heino Wiese,SPD,14
Klaus Wiesehügel,SPD,14
Aribert Wolf,CSU,14
Gudrun Roos,SPD,14
Reinhold Strobl,SPD,14
Pia Maier,PDS,14
Bärbel Grygier,PDS,14
Gudrun Serowiecki,FDP,14
Gudrun Teickner,FDP,14
Wolfgang Clement,SPD,14
Christina Weiss,fraktionslos,14
Julian Nida-Rümelin,SPD,14
Michael Naumann,SPD,14
Robert Antretter,SPD,13
Anneliese Augustin,CDU,13
Jürgen Augustinowitz,CDU,13
Gisela Babel,FDP,13
Heinz-Günter Bargfrede,CDU,13
Hans Berger,SPD,13
Hans Gottfried Bernrath,SPD,13
Petra Bläss-Rafajlovski,PDS,13
Lieselott Blunck,SPD,13
Ulrich Böhme,SPD,13
Arne Börnsen,SPD,13
Günther Bredehorn,FDP,13
Peter Conradi,SPD,13
Gertrud Dempwolf,CDU,13
Marliese Dobberthien,SPD,13
Werner Dörflinger,CDU,13
Alfred Dregger,CDU,13
Freimut Duve,SPD,13
Wolfgang Engelmann,CDU,13
Horst Eylmann,CDU,13
Kurt Faltlhauser,CSU,13
Jochen Feilcke,CDU,13
Olaf Feldmann,FDP,13
Karl H. Fell,CDU,13
Karl Fell,CDU,13
Leni Fischer,CDU,13
Katrin Fuchs,SPD,13
Norbert Gansel,SPD,13
Hans-Dietrich Genscher,FDP,13
Peter Glotz,SPD,13
Joachim Gres,CDU,13
Wolfgang Gröbl,CSU,13
Claus-Peter Grotz,CDU,13
Liesel Hartenstein,SPD,13
Ingomar Hauchler,SPD,13
Rainer Haungs,CDU,13
Otto Hauser,CDU,13
Renate Hellwig,CDU,13
Uwe-Jens Heuer,PDS,13
Burkhard Hirsch,FDP,13
Heinz-Adolf Hörsken,CDU,13
Erwin Horn,SPD,13
Dionys Jobst,CSU,13
Rainer Jork,CDU,13
Michael Jung,CDU,13
Ulrich Junghanns,CDU,13
Ernst Kastning,SPD,13
Peter Keller,CSU,13
Hans Klein,CSU,13
Detlef Kleinert,FDP,13
Hans-Hinrich Knaape,SPD,13
Hans-Ulrich Köhler,CDU,13
Roland Kohn,FDP,13
Manfred Koslowski,CDU,13
Wolfgang Krause,CDU,13
Arnulf Kriedner,CDU,13
Heinz-Jürgen Kronberg,CDU,13
Reiner Krziskewitz,CDU,13
Eckart Kuhlwein,SPD,13
Karl-Hans Laermann,FDP,13
Otto Lambsdorff,FDP,13
Herbert Lattmann,CDU,13
Andrea Lederer,PDS,13
Andrea Gysi,PDS,13
Christian Lenzer,CDU,13
Editha Limbach,CDU,13
Klaus Lohmann,SPD,13
Uwe-Bernd Lühr,FDP,13
Heinrich Lummer,CDU,13
Dietrich Mahlo,CDU,13
Claire Marienfeld-Czesla,CDU,13
Günter Marten,CDU,13
Dorle Marx,SPD,13
Markus Meckel,SPD,13
Rudolf Meinl,CDU,13
Engelbert Nelle,CDU,13
Johannes Nitsch,CDU,13
Doris Odendahl,SPD,13
Rolf Olderog,CDU,13
Rainer Ortleb,FDP,13
Rainer Solka,FDP,13
Gerhard Päselt,CDU,13
Hans-Wilhelm Pesch,CDU,13
Lisa Peters,FDP,13
Angelika Pfeiffer,CDU,13
Gero Pfennig,CDU,13
Winfried Pinger,CDU,13
Hermann Pohler,CDU,13
Gerd Poppe,GRÜNE,13
Albert Probst,CSU,13
Rudolf Purps,SPD,13
Hermann Rappe,SPD,13
Rolf Rau,CDU,13
Otto Regenspurger,CSU,13
Bertold Reinartz,CDU,13
Otto Reschke,SPD,13
Norbert Rieder,CDU,13
Erich Riedl,CSU,13
Günter Rixe,SPD,13
Klaus Röhl,FDP,13
Hannelore Saibold,GRÜNE,13
Roland Sauer,CDU,13
Helmut Schäfer,FDP,13
Ortrun Schätzle,CDU,13
Dieter Schanz,SPD,13
Günter Schluckebier,SPD,13
Ulrich Schmalz,CDU,13
Cornelia Schmalz-Jacobsen,FDP,13
Waltraud Schoppe,GRÜNE,13
Dieter Schulte,CDU,13
Wilfried Seibel,CDU,13
Lisa Seuster,SPD,13
Horst Sielaff,SPD,13
Jürgen Sikora,CDU,13
Johannes Singer,SPD,13
Dietrich Sperling,SPD,13
Gerhard Stoltenberg,CDU,13
Manfred Such,GRÜNE,13
Egon Susset,CDU,13
Margitta Terborg,SPD,13
Klaus Töpfer,CDU,13
Klaus Dieter Uelhoff,CDU,13
Siegfried Vergin,SPD,13
Wolfgang Vogt,CDU,13
Karsten D. Voigt,SPD,13
Karsten Voigt,SPD,13
Josef Vosen,SPD,13
Horst Waffenschmidt,CDU,13
Alois Waldburg-Zeil,CDU,13
Hans Wallow,SPD,13
Jürgen Warnke,CSU,13
Wolfgang Weng,FDP,13
Kersten Wetzel,CDU,13
Berthold Wittich,SPD,13
Fritz Wittmann,CSU,13
Simon Wittmann,CSU,13
Michael Wonneberger,CDU,13
Cornelia Yzer,CDU,13
Elisabeth Altmann,GRÜNE,13
Franz-Peter Basten,CDU,13
Rudolf Braun,CDU,13
Tilo Braune,SPD,13
Heinrich Einsiedel,PDS,13
Ludwig Elm,PDS,13
Heinz-Dieter Eßmann,CDU,13
Wilma Glücklich,CDU,13
Wilma Glücklich-Rusche,CDU,13
Stefan Heym,Plos,13
Wolfgang Ilte,SPD,13
Willibald Jacob,PDS,13
Helmut Jawurek,CSU,13
Manuel Kiper,GRÜNE,13
Bernd Klaußner,CDU,13
Rolf Köhne,PDS,13
Andreas Krautscheid,CDU,13
Thomas Krüger,SPD,13
Christine Kurzhals,SPD,13
Sigrun Löwisch,CDU,13
Günther Maleuda,PDS,13
Herbert Meißner,SPD,13
Rudolf Meyer,CDU,13
Kerstin Müller,GRÜNE,13
Kurt Neumann,SPD,13
Klaus Dieter Reichardt,CDU,13
Roland Richter,CDU,13
Roland Richwien,CDU,13
Jürgen Rochlitz,GRÜNE,13
Hans-Otto Schmiedeberg,CDU,13
Wolfgang Schmitt,GRÜNE,13
Ursula Schönberger,GRÜNE,13
Frederick Schulze,CDU,13
Marina Steindor,GRÜNE,13
Bodo Teichmann,SPD,13
Michael Teiser,CDU,13
Dietmar Thieser,SPD,13
Steffen Tippach,PDS,13
Gottfried Tröger,CDU,13
Klaus-Jürgen Warnick,PDS,13
Gerhard Zwerenz,PDS,13
Hanns-Peter Hartmann,PDS,13
Egbert Nitsch,GRÜNE,13
Elke Holzapfel,CDU,13
Eva Folta,SPD,13
Annegret Kramp-Karrenbauer,CDU,13
Jens Heinzig,SPD,13
Gerhard Bauer,SPD,13
Werner Tegtmeier,SPD,13
Jürgen Stark,fraktionslos,13
Hans-Friedrich von Ploetz,fraktionslos,13
Else Ackermann,CDU,12
Peter Alltschekow,SPD,12
Walter Altherr,CDU,12
Angelika Barbe,SPD,12
Holger Bartsch,SPD,12
Gerhart Rudolf Baum,FDP,12
Richard Bayha,CDU,12
Helmuth Becker,SPD,12
Klaus Beckmann,FDP,12
Walter Bersch,SPD,12
Michaela Blunk,FDP,12
Thea Bock,SPD,12
Wilfried Böhm,CDU,12
Wilfried Bohlsen,CDU,12
Jutta Braband,PDS/LL,12
Willy Brandt,SPD,12
Ulrich Briefs,PDS/LL,12
Hans Büchler,SPD,12
Peter Büchner,SPD,12
Andreas Bülow,SPD,12
Joachim Clemens,CDU,12
Dieter-Julius Cronenberg,FDP,12
Klaus Daubertshäuser,SPD,12
Nils Diederich,SPD,12
Hubert Doppmeier,CDU,12
Eike Ebert,SPD,12
Jürgen Echternach,CDU,12
Wolfgang Ehlers,CDU,12
Horst Ehmke,SPD,12
Udo Ehrbar,CDU,12
Norbert Eimer,FDP,12
Konrad Elmer,SPD,12
Hans A. Engelhard,FDP,12
Hans Engelhard,FDP,12
Wolfgang Erler,CDU,12
Helmut Esters,SPD,12
Carl Ewen,SPD,12
Klaus-Dieter Feige,GRÜNE,12
Evelin Fischer,SPD,12
Ursula Fischer,PDS/LL,12
Winfried Fockenberg,CDU,12
Margret Funke-Schmitt-Rink,FDP,12
Georg Gallus,FDP,12
Jörg Wolfgang Ganschow,FDP,12
Jörg Wolfgang Winter,FDP,12
Johannes Ganz,CDU,12
Hans H. Gattermann,FDP,12
Hans Gattermann,FDP,12
Fritz Gautier,SPD,12
Sissy Geiger,CDU,12
Hans Geisler,CDU,12
Wolfgang Geldern,CDU,12
Florian Gerster,SPD,12
Johannes Gerster,CDU,12
Horst Gibtner,CDU,12
Rose Götte,SPD,12
Martin Göttsching,CDU,12
Ekkehard Gries,FDP,12
Elisabeth Grochtmann,CDU,12
Josef Grünbeck,FDP,12
Martin Grüner,FDP,12
Joachim Grünewald,CDU,12
Michael Habermann,SPD,12
Heinz Dieter Hackel,FDP,12
Gerlinde Hämmerle,SPD,12
Lothar Handschack,CDU,12
Dirk Hansen,FDP,12
Klaus Harries,CDU,12
Udo Haschke,CDU,12
Herbert Helmrich,CDU,12
Bernd Henn,PDS/LL,12
Ottfried Hennig,CDU,12
Adolf Herkenrath,CDU,12
Norbert Herr,CDU,12
Günther Heyenn,SPD,12
Maria Anna Hiebing,CDU,12
Walter Hitschler,FDP,12
Paul Hoffacker,CDU,12
Uwe Holtz,SPD,12
Sigrid Hoth,FDP,12
Heinz Werner Hübner,FDP,12
Gunter Huonker,SPD,12
Claus Jäger,CDU,12
Bernhard Jagoda,CDU,12
Friedrich-Adolf Jahn,CDU,12
Ulrich Janzen,SPD,12
Horst Jaunich,SPD,12
Karin Jeltsch,CDU,12
Jens Jordan,FDP,12
Horst Jungmann,SPD,12
Franz-Hermann Kappes,CDU,12
Dietmar Keller,PDS/LL,12
Ignaz Kiechle,CSU,12
Peter Kittelmann,CDU,12
Günter Klein,CDU,12
Karl-Heinz Klejdzinski,SPD,12
Volkmar Köhler,CDU,12
Ingrid Köppe,GRÜNE,12
Regina Kolbe,SPD,12
Rolf Koltzsch,SPD,12
Hans Koschnick,SPD,12
Günther Krause,CDU,12
Rudolf Karl Krause,CDU,12
Volkmar Kretkowski,SPD,12
Franz Heinrich Krey,CDU,12
Klaus Kübler,SPD,12
Hinrich Kuessner,SPD,12
Uwe Lambinus,SPD,12
Klaus-Heiner Lehne,CDU,12
Ursula Maria Lehr,CDU,12
Immo Lieberoth,CDU,12
Ortwin Lowack,CSU,12
Wolfgang Lüder,FDP,12
Ursula Männle,CSU,12
Theo Magin,CDU,12
Lothar Maizière,CDU,12
Dietmar Matterne,SPD,12
Bruno Menzel,FDP,12
Franz-Josef Mertens,SPD,12
Hedda Meseke,CDU,12
Hedda Wedel,CDU,12
Reinhard Meyer zu Bentrup,CDU,12
Klaus Mildner,CDU,12
Wolfgang Mischnick,FDP,12
Hans Modrow,PDS/LL,12
Franz Möller,CDU,12
Thomas Molnar,CDU,12
Albrecht Müller,SPD,12
Alfons Müller,CDU,12
Günther Müller,CSU,12
Hans-Werner Müller,CDU,12
Rudolf Müller,SPD,12
Christian Neuling,CDU,12
Erhard Niedenthal,CDU,12
Horst Niggemeier,SPD,12
Heike Niggemeyer,SPD,12
Jan Oostergetelo,SPD,12
Helga Otto,SPD,12
Johann Paintner,FDP,12
Peter Paterna,SPD,12
Horst Peter,SPD,12
Gerhard O. Pfeffermann,CDU,12
Gerhard Pfeffermann,CDU,12
Albert Pfuhl,SPD,12
Ingeborg Philipp,PDS,12
Eva Pohl,FDP,12
Rosemarie Priebus,CDU,12
Susanne Rahardt-Vahldieck,CDU,12
Wilhelm Rawe,CDU,12
Gerhard Reddemann,CDU,12
Klaus Reichenbach,CDU,12
Manfred Reimann,SPD,12
Walter Rempe,SPD,12
Peter W. Reuschenbach,SPD,12
Peter Reuschenbach,SPD,12
Manfred Richter,FDP,12
Gerhard Riege,PDS/LL,12
Hermann Rind,FDP,12
Werner Ringkamp,CDU,12
Helmut Rode,CDU,12
Ingrid Roitzsch,CDU,12
Wolfgang Roth,SPD,12
Heinz Rother,CDU,12
Helmut Sauer,CDU,12
Harald B. Schäfer,SPD,12
Harald Schäfer,SPD,12
Heribert Scharrenbroich,CDU,12
Günther Schartz,CDU,12
Manfred Schell,CDU,12
Arno Schmidt,FDP,12
Christa Schmidt,CDU,12
Trudi Schmidt,CDU,12
Jürgen Schmieder,FDP,12
Jürgen Schmude,SPD,12
Oscar Schneider,CSU,12
Christoph Schnittler,FDP,12
Rudolf Schöfberger,SPD,12
Joachim Schönburg-Glauchau,CDU,12
Harald Schreiber,CDU,12
Conrad Schroeder,CDU,12
Karl Heinz Schröter,SPD,12
Fritz Schumann,PDS/LL,12
Hans Paul Hermann Schuster,FDP,12
Stefan Schwarz,CDU,12
Hermann Schwörer,CDU,12
Heinrich Seesing,CDU,12
Ursula Seiler-Albring,FDP,12
Sigrid Semper,FDP,12
Werner H. Skowron,CDU,12
Werner Skowron,CDU,12
Hartmut Soell,SPD,12
Hans-Joachim Sopart,CDU,12
Karl-Heinz Spilker,CSU,12
Rudolf Sprung,CDU,12
Angela Stachowa,PDS/LL,12
Jürgen Starnick,FDP,12
Lutz G. Stavenhagen,CDU,12
Lutz Stavenhagen,CDU,12
Heinz-Alfred Steiner,SPD,12
Hans Stercken,CDU,12
